Date,High,Low,Open,Close,Volume,Adj Close
2001-10-25,1100.08996582,1065.64001465,1085.19995117,1100.08996582,1364400000,1100.08996582
2001-10-26,1110.60998535,1094.23999023,1100.08996582,1104.60998535,1244500000,1104.60998535
2001-10-29,1104.60998535,1078.30004883,1104.60998535,1078.30004883,1106100000,1078.30004883
2001-10-30,1078.30004883,1053.60998535,1078.30004883,1059.79003906,1297400000,1059.79003906
2001-10-31,1074.79003906,1057.55004883,1059.79003906,1059.7800293,1352500000,1059.7800293
2001-11-01,1085.60998535,1054.31005859,1059.7800293,1084.09997559,1317400000,1084.09997559
2001-11-02,1089.63000488,1075.57995605,1084.09997559,1087.19995117,1121900000,1087.19995117
2001-11-05,1106.7199707,1087.19995117,1087.19995117,1102.83996582,1267700000,1102.83996582
2001-11-06,1119.72998047,1095.35998535,1102.83996582,1118.85998535,1356000000,1118.85998535
2001-11-07,1126.61999512,1112.97998047,1118.85998535,1115.80004883,1411300000,1115.80004883
2001-11-08,1135.75,1115.42004395,1115.80004883,1118.54003906,1517500000,1118.54003906
2001-11-09,1123.02001953,1111.13000488,1118.54003906,1120.31005859,1093800000,1120.31005859
2001-11-12,1121.70996094,1098.31994629,1120.31005859,1118.32995605,991600000,1118.32995605
2001-11-13,1139.14001465,1118.32995605,1118.32995605,1139.08996582,1370100000,1139.08996582
2001-11-14,1148.2800293,1132.86999512,1139.08996582,1141.20996094,1443400000,1141.20996094
2001-11-15,1146.45996094,1135.06005859,1141.20996094,1142.23999023,1454500000,1142.23999023
2001-11-16,1143.52001953,1129.92004395,1142.23999023,1138.65002441,1337400000,1138.65002441
2001-11-19,1151.06005859,1138.65002441,1138.65002441,1151.06005859,1316800000,1151.06005859
2001-11-20,1152.44995117,1142.17004395,1151.06005859,1142.66003418,1330200000,1142.66003418
2001-11-21,1142.66003418,1129.7800293,1142.66003418,1137.0300293,1029300000,1137.0300293
2001-11-23,1151.05004883,1135.90002441,1137.0300293,1150.33996582,410300000,1150.33996582
2001-11-26,1157.88000488,1146.17004395,1150.33996582,1157.42004395,1129800000,1157.42004395
2001-11-27,1163.38000488,1140.81005859,1157.42004395,1149.5,1288000000,1149.5
2001-11-28,1149.5,1128.29003906,1149.5,1128.52001953,1423700000,1128.52001953
2001-11-29,1140.40002441,1125.51000977,1128.52001953,1140.19995117,1375700000,1140.19995117
2001-11-30,1143.56994629,1135.89001465,1140.19995117,1139.44995117,1343600000,1139.44995117
2001-12-03,1139.44995117,1125.7800293,1139.44995117,1129.90002441,1202900000,1129.90002441
2001-12-04,1144.80004883,1128.85998535,1129.90002441,1144.80004883,1318500000,1144.80004883
2001-12-05,1173.61999512,1143.77001953,1143.77001953,1170.34997559,1765300000,1170.34997559
2001-12-06,1173.34997559,1164.43005371,1170.34997559,1167.09997559,1487900000,1167.09997559
2001-12-07,1167.09997559,1152.66003418,1167.09997559,1158.31005859,1248200000,1158.31005859
2001-12-10,1158.31005859,1139.66003418,1158.31005859,1139.93005371,1218700000,1139.93005371
2001-12-11,1150.89001465,1134.31994629,1139.93005371,1136.76000977,1367200000,1136.76000977
